,UNIQUE_ID,Overall_Rating,Technical_Skills,Teamwork,Customer_Service,Hire_Again,High_Performer,Protected_Group,Retained,SJ_Most_1,SJ_Least_1,SJ_Most_2,SJ_Least_2,SJ_Most_3,SJ_Least_3,SJ_Most_4,SJ_Least_4,SJ_Most_5,SJ_Least_5,SJ_Most_6,SJ_Least_6,SJ_Most_7,SJ_Least_7,SJ_Most_8,SJ_Least_8,SJ_Most_9,SJ_Least_9,Scenario1_1,Scenario1_2,Scenario1_3,Scenario1_4,Scenario1_5,Scenario1_6,Scenario1_7,Scenario1_8,Scenario2_1,Scenario2_2,Scenario2_3,Scenario2_4,Scenario2_5,Scenario2_6,Scenario2_7,Scenario2_8,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,PScale01_Q1,PScale01_Q2,PScale01_Q3,PScale01_Q4,PScale02_Q1,PScale02_Q2,PScale02_Q3,PScale02_Q4,PScale03_Q1,PScale03_Q2,PScale03_Q3,PScale03_Q4,PScale04_Q1,PScale04_Q2,PScale04_Q3,PScale04_Q4,PScale05_Q1,PScale05_Q2,PScale05_Q3,PScale05_Q4,PScale06_Q1,PScale06_Q2,PScale06_Q3,PScale06_Q4,PScale06_Q5,PScale06_Q6,PScale07_Q1,PScale07_Q2,PScale07_Q3,PScale07_Q4,PScale08_Q1,PScale08_Q2,PScale08_Q3,PScale08_Q4,PScale09_Q1,PScale09_Q2,PScale09_Q3,PScale09_Q4,PScale10_Q1,PScale10_Q2,PScale10_Q3,PScale10_Q4,PScale11_Q1,PScale11_Q2,PScale11_Q3,PScale11_Q4,PScale12_Q1,PScale12_Q2,PScale12_Q3,PScale12_Q4,PScale13_Q1,PScale13_Q2,PScale13_Q3,PScale13_Q4,PScale13_Q5
11,245273937,3,3,3,3,4,0,1,0,3,4,1,2,1,3,1,3,2,3,2,4,1,4,1,3,2,3,1,1,1,4,1,2,0,4,4,0,1,3,3,1,0,3,4,3,3,7,1,2,2,1,7,1,1,2,1,3,3,5,7,7,5,1,4,1,2,4,4,1,4,4,2,3,4,1,4,1,2,1,1,4,1,4,3,4,3,4,4,1,1,4,1,1,1,3,1,4,1,4,1,1,2,1,3,3,2,3,4,1,2,1,4,4,4,1,4,3,3
12,245050605,4,4,4,4,4,1,1,1,3,1,3,2,1,3,1,2,2,4,2,4,1,2,1,3,2,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,4,3,4,1,3,3,6,4,5,1,4,2,3,3,1,3,4,5,1,4,1,2,3,4,1,4,4,1,4,4,3,3,2,2,2,4,4,4,3,3,2,4,4,3,1,1,3,1,1,1,3,2,2,1,4,1,1,1,1,4,4,1,4,4,1,3,3,2,3,1,1,4,3,2
13,245112083,3,3,4,4,5,1,1,1,4,2,3,4,1,3,1,2,1,3,3,4,3,2,2,4,1,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,1,4,2,2,2,1,1,7,3,5,1,2,4,1,1,5,1,4,5,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,1,4,4,2,4,4,1,1,4,1,1,4,1,2,2,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,2,3
14,245050234,3,3,3,4,5,0,0,1,3,2,3,2,1,2,1,4,2,4,2,4,1,3,1,4,2,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,3,5,1,2,1,1,7,6,7,1,1,3,2,2,5,1,6,5,1,3,2,2,2,4,1,4,2,4,2,1,2,3,2,2,2,4,4,1,4,3,3,3,3,4,1,1,3,1,2,1,3,1,3,1,4,1,1,1,1,4,3,3,3,1,4,3,2,2,2,1,1,4,3,1
15,245052452,4,4,4,4,5,1,1,1,3,1,3,2,2,3,1,2,1,4,3,4,1,2,2,4,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,4,3,3,7,1,3,4,1,7,1,1,4,3,3,4,5,7,7,4,1,3,4,4,3,3,2,2,2,4,3,1,1,2,4,3,3,1,2,2,1,3,2,4,4,4,1,1,4,1,1,3,2,4,2,2,3,2,2,2,1,3,3,2,3,3,3,1,1,4,4,1,1,4,3,1
16,244982554,3,2,3,3,4,0,0,1,3,2,1,2,1,4,1,3,2,4,2,4,1,4,1,4,2,3,0,0,6,0,0,4,1,4,0,8,1,3,0,9,1,3,2,6,3,1,2,3,1,8,4,7,1,1,1,3,3,1,2,6,4,1,3,2,2,3,3,1,4,3,2,4,3,3,3,2,2,2,3,3,3,1,2,2,3,3,4,1,2,3,1,3,3,1,2,2,1,4,1,1,2,2,4,3,2,3,3,2,2,2,3,3,1,3,4,3,2
17,232296302,3,3,4,4,4,0,0,1,3,1,3,4,1,4,1,2,2,3,3,1,1,4,2,1,1,4,1,1,1,4,1,1,0,4,4,0,1,3,3,2,0,3,1,3,5,1,2,1,1,7,5,6,1,1,4,2,1,5,1,5,1,1,4,1,1,4,4,1,4,4,1,4,4,4,3,1,1,1,4,4,4,4,4,4,1,4,4,1,1,4,1,1,4,1,4,1,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1
18,245052876,4,3,3,3,5,0,0,1,3,1,3,2,1,3,3,2,2,4,3,4,1,4,2,4,2,4,1,1,1,4,1,2,0,4,4,0,5,3,3,2,0,3,2,1,6,7,1,3,2,1,7,1,1,3,2,3,3,5,3,7,1,1,3,3,3,3,4,1,3,2,2,4,1,1,1,2,4,3,1,4,4,1,3,2,3,4,3,1,1,4,1,1,2,3,2,4,1,3,1,2,1,3,4,4,2,3,3,2,1,1,4,4,1,1,4,4,1
19,238157294,3,3,4,4,5,1,0,1,3,2,3,2,2,3,1,2,2,4,2,4,2,4,1,4,2,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,3,5,1,2,2,1,8,3,7,1,3,4,3,2,1,3,5,2,1,3,2,3,3,4,1,3,4,4,2,1,2,2,2,2,2,1,4,1,3,3,2,4,3,3,1,2,4,3,1,1,2,3,2,1,4,1,1,2,1,3,3,1,4,3,2,2,2,2,4,1,2,4,3,2
20,245100750,4,4,4,4,4,1,0,1,2,1,3,2,4,3,1,4,2,4,3,1,4,3,1,3,3,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,1,3,7,1,2,2,1,7,1,1,2,3,4,2,2,7,7,2,1,1,4,4,1,4,1,4,4,2,4,4,4,4,1,1,1,4,4,4,4,2,2,3,4,2,1,1,4,1,1,2,1,1,4,1,4,1,1,2,1,4,3,3,1,1,4,1,1,4,4,1,1,4,1,3
21,245161636,4,4,4,4,5,1,1,1,2,1,3,2,2,4,4,2,2,1,1,4,1,3,2,3,1,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,5,7,7,1,3,2,1,7,1,1,1,3,2,2,5,7,7,6,1,4,2,2,4,3,3,3,1,4,2,1,1,2,3,3,3,1,1,1,1,2,1,4,3,2,1,1,2,1,1,4,1,2,2,1,4,1,1,4,3,2,1,4,3,3,2,2,2,3,3,2,2,4,3,4
22,245263652,5,5,5,4,5,1,0,0,4,2,3,2,2,4,1,2,2,4,3,4,1,4,1,4,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,1,3,3,4,2,1,1,6,2,5,1,1,4,1,1,5,1,4,2,1,4,1,2,4,4,1,4,2,1,4,1,4,4,1,1,1,4,4,1,1,4,3,2,4,4,1,1,4,1,1,2,1,3,1,1,4,1,1,1,1,4,4,1,4,4,4,1,1,4,3,3,1,4,2,3
23,245180672,2,2,2,2,2,0,0,1,3,4,3,2,1,3,1,4,2,4,3,4,1,2,1,3,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,3,2,1,2,4,4,7,2,6,1,4,2,4,3,5,3,5,4,1,1,2,2,2,4,1,3,3,2,3,2,3,2,2,3,3,1,1,1,1,3,2,3,3,4,3,1,3,2,1,4,1,2,3,1,3,1,1,2,2,3,3,1,3,3,2,2,2,2,3,1,2,3,2,2
24,125469226,5,5,5,5,5,1,0,0,1,2,3,2,3,1,1,4,1,4,2,4,1,2,2,3,2,4,1,1,5,4,1,2,0,4,4,0,1,3,3,2,0,3,2,6,4,1,2,2,1,8,5,7,1,2,4,3,2,5,1,5,7,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,1,2,2,4,3,4,1,1,4,1,1,1,4,1,4,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1
25,244981602,3,3,4,4,4,0,0,1,3,2,3,2,1,4,1,2,2,1,3,4,1,2,1,3,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,1,0,3,2,3,5,1,2,2,2,1,5,6,1,1,5,2,2,5,2,5,7,1,2,2,3,2,3,2,3,3,2,3,3,1,1,2,3,4,3,3,3,2,3,3,4,4,4,1,2,3,1,1,2,2,2,3,1,3,1,1,2,3,3,4,1,2,2,2,2,2,3,4,2,2,3,3,2
26,245100229,3,3,3,3,4,0,1,1,3,1,3,2,1,4,1,4,2,4,3,4,1,3,2,4,4,2,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,1,7,6,2,2,1,1,2,3,1,1,4,1,2,5,2,2,7,1,4,1,1,4,4,1,4,4,1,4,1,4,1,1,3,1,4,4,4,4,4,4,1,4,4,1,1,4,4,1,1,4,1,4,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1
27,244960629,3,2,3,3,4,0,1,1,3,4,3,1,3,1,3,4,2,4,3,4,1,2,1,4,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,1,2,5,1,3,2,1,3,4,1,1,3,2,2,5,2,3,4,1,2,3,3,1,4,1,1,1,2,2,1,2,2,2,3,1,1,3,2,1,2,2,2,4,4,1,2,2,2,4,4,2,2,2,2,3,1,1,2,1,2,3,4,1,1,4,3,2,1,2,1,1,3,2,3
28,245025473,4,3,4,4,5,1,1,1,3,4,3,4,1,4,1,4,2,1,3,4,1,4,1,3,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,4,5,3,3,1,1,6,2,3,1,1,4,1,1,4,1,4,5,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,2,1,4,1,4,4,4,3,4,4,4,1,1,4,1,1,4,1,3,3,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,3,3
29,245091622,2,1,2,2,2,0,1,1,3,2,3,2,1,3,1,4,2,4,4,1,3,4,1,3,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,1,1,5,5,1,1,2,4,2,4,1,1,4,1,1,5,2,4,3,1,2,1,2,2,4,1,4,4,1,4,4,3,4,1,2,1,4,3,1,4,3,3,2,4,4,1,1,4,1,1,4,1,3,1,1,4,1,1,1,1,4,4,1,4,3,2,1,1,4,4,1,3,4,2,3
30,245070216,5,4.5,4.5,4.5,5,1,0,1,3,4,3,4,4,2,1,2,2,3,3,1,1,4,1,3,1,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,1,2,3,1,1,1,1,3,2,1,1,2,2,2,5,2,4,4,2,2,2,2,3,4,1,3,4,1,4,4,4,4,1,1,2,1,1,1,1,2,2,3,3,2,1,1,4,1,1,2,2,3,2,1,4,1,1,1,1,4,4,2,3,2,2,1,1,4,4,1,1,4,4,1
31,245261192,3,3,4,3,4,0,0,0,2,3,1,2,1,4,4,3,2,3,2,4,1,4,1,3,1,4,1,1,5,4,1,2,0,4,4,0,1,3,3,2,0,3,3,3,2,7,1,2,4,1,7,1,1,3,1,3,3,5,4,7,3,1,1,2,2,1,1,2,3,3,2,4,1,4,3,1,1,1,1,4,1,1,3,2,2,3,2,1,1,4,1,1,2,1,1,4,1,4,1,1,2,1,4,4,1,2,1,3,1,1,4,1,2,1,4,3,2
32,245237514,3,3,3,3,4,0,1,0,2,3,1,2,1,2,1,4,2,4,2,4,1,4,1,3,1,4,1,1,1,3,1,1,0,4,4,0,1,3,3,2,0,3,2,1,3,6,5,3,1,1,1,2,1,3,4,1,2,4,3,1,1,1,3,4,4,3,4,1,3,2,4,4,4,1,2,3,4,3,4,3,4,4,3,2,3,3,3,1,1,4,2,1,3,1,4,1,2,4,1,1,4,1,4,4,1,1,1,3,1,1,3,4,2,1,4,3,3
33,245175084,4,3,3,4,5,1,0,0,2,1,3,2,1,3,4,2,2,4,3,4,1,2,2,3,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,4,1,1,5,1,1,2,1,3,4,1,2,4,3,3,5,3,3,3,1,3,1,2,3,4,2,3,3,1,4,4,4,3,2,2,1,2,2,2,1,2,2,3,3,3,1,3,3,2,2,3,2,3,2,2,3,2,2,2,1,4,3,4,3,2,2,4,4,1,2,2,1,3,2,3
34,241210071,5,5,5,5,5,1,1,0,3,1,3,2,2,3,1,2,2,4,3,1,1,4,2,3,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,3,5,4,3,1,1,6,3,4,1,1,4,1,2,5,1,4,3,1,1,4,4,1,4,1,4,1,1,4,4,4,4,1,1,1,4,4,4,1,4,4,4,4,4,1,1,4,4,1,4,1,4,1,1,4,1,1,1,1,4,4,1,1,1,4,1,1,1,4,4,4,1,4,4
35,245096964,1,1,1,1,1,0,0,1,3,2,3,2,1,3,1,2,2,4,2,1,1,2,1,3,2,4,1,1,1,4,1,2,1,4,4,0,1,3,3,2,0,3,4,4,4,7,1,4,3,1,7,1,1,3,1,3,4,6,7,7,4,1,1,4,4,1,2,4,1,2,4,1,2,2,1,4,4,4,2,1,2,2,3,2,4,4,4,1,2,4,1,1,4,2,3,2,1,4,1,2,3,3,3,2,4,1,1,4,2,2,1,3,2,1,3,3,1
36,244967373,5,5,5,5,5,1,0,0,2,4,3,1,1,4,4,3,2,4,3,2,1,2,2,1,4,1,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,7,5,1,3,2,2,7,2,6,1,2,4,2,2,5,2,6,5,1,2,2,2,2,4,2,3,4,4,3,3,4,3,2,2,2,3,3,3,1,3,3,3,4,3,1,2,3,2,2,2,1,2,3,2,3,1,2,2,2,4,4,3,3,3,2,3,2,2,3,2,2,3,3,2
37,245052413,5,5,4,5,5,1,1,0,1,4,3,4,1,3,3,2,1,4,2,4,3,2,2,3,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,3,4,1,2,3,3,5,4,4,2,3,1,3,3,2,3,6,4,2,1,4,4,1,4,1,4,4,4,4,3,4,1,4,4,3,1,3,1,1,2,3,3,2,3,1,1,4,1,1,4,1,2,3,1,4,1,1,1,1,4,4,4,1,1,4,1,1,4,3,1,1,4,4,1
38,245100214,5,5,4,4,5,1,1,1,3,4,3,2,1,2,1,3,2,1,2,4,1,2,1,3,2,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,8,5,1,2,2,1,8,6,7,1,1,1,3,2,4,2,6,6,1,3,2,2,3,4,1,4,1,3,3,3,1,3,2,2,2,1,3,1,4,3,2,3,3,3,1,1,4,1,1,2,2,2,3,2,3,1,1,2,1,4,4,3,3,3,2,1,1,4,4,2,1,3,3,3
39,244968626,2,2,3,2,4,0,0,1,4,1,3,1,1,2,3,4,2,4,2,4,4,3,1,4,4,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,3,5,1,2,3,2,7,3,7,1,2,6,4,4,1,3,5,3,1,2,3,2,1,4,1,4,4,2,4,3,2,3,3,3,3,1,1,4,1,2,2,3,4,4,1,2,4,1,1,2,2,2,4,1,4,1,1,1,1,4,3,3,1,2,2,1,3,4,4,1,1,4,4,2
40,245075369,2,2,3,3,4,0,0,1,3,4,3,4,1,2,1,3,2,1,3,2,1,3,1,2,4,1,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,3,6,4,2,3,1,1,2,5,1,1,2,2,2,1,2,3,6,1,3,2,1,2,2,1,3,3,1,4,4,2,2,1,4,2,2,2,4,3,2,3,3,4,4,1,1,4,4,2,2,3,2,3,2,4,1,2,2,1,4,3,1,2,4,3,1,2,2,3,2,1,3,2,1
41,245101687,2,2,2,2,3,0,0,1,2,1,4,2,1,3,1,2,4,1,3,1,1,4,1,4,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,4,3,1,6,7,1,4,2,1,7,1,1,4,2,4,3,2,4,7,5,1,2,3,3,1,4,1,4,3,2,4,2,2,3,3,2,2,3,2,3,3,4,4,3,4,4,1,3,2,2,2,3,1,2,2,1,4,1,1,2,1,3,3,3,2,1,4,1,2,3,3,2,1,2,3,3
42,245127298,4,3,5,5,5,1,0,1,3,4,3,2,1,3,3,2,2,4,3,4,1,2,2,3,1,3,1,0,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,3,6,1,1,2,2,7,6,7,1,1,4,2,2,5,2,6,2,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,1,3,4,3,4,4,1,1,4,1,1,1,4,1,4,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1
43,245124418,3,3,3,3,4,0,1,1,1,4,1,4,1,3,1,4,2,1,3,1,3,2,2,3,1,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,1,3,5,6,2,1,1,4,1,3,2,1,4,2,2,5,3,1,5,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1
44,245242437,2,2,3,3,4,0,0,0,2,1,1,2,1,2,1,3,2,4,2,4,1,2,2,1,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,1,7,8,1,3,2,1,1,2,1,2,6,2,3,1,4,7,4,1,3,2,1,2,4,2,3,2,2,4,2,1,1,2,3,2,3,1,1,1,3,2,3,4,3,1,1,3,1,3,2,1,2,2,1,4,1,1,1,2,3,3,2,3,2,1,3,2,2,2,2,1,4,3,4
45,245102529,3,3,4,4,4,0,0,1,3,4,3,2,1,4,1,3,2,4,2,1,1,4,2,3,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,6,7,1,2,3,2,6,4,5,1,3,2,4,3,1,3,5,4,1,2,2,2,3,4,2,3,3,2,3,3,3,3,2,2,2,3,1,1,3,2,2,3,4,3,1,2,4,2,1,2,2,2,3,2,4,1,2,2,2,3,3,2,3,2,3,2,3,3,3,2,1,3,3,2
46,245010807,3,3,3,4,5,0,0,1,3,2,3,2,1,2,3,4,2,1,3,4,1,2,1,4,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,3,0,1,3,3,1,2,1,1,8,5,7,1,1,4,1,1,5,1,5,1,1,3,2,3,3,4,4,4,4,2,4,4,3,2,3,3,3,1,1,1,4,4,4,1,4,4,1,1,4,1,1,4,1,4,1,1,4,1,1,1,1,4,4,1,3,3,3,1,1,4,4,1,1,4,4,1
47,245243027,3,2,4,4,4,0,0,0,1,2,3,2,3,1,3,4,2,4,3,1,1,2,1,4,2,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,3,1,3,7,1,4,4,1,7,2,1,3,3,4,4,1,3,7,5,1,2,2,2,1,3,1,3,4,2,3,3,3,1,4,3,3,1,3,4,2,3,2,1,3,3,2,1,4,1,1,4,1,3,2,2,3,1,1,3,2,3,3,1,2,2,3,2,2,1,4,3,2,3,2,2
48,230568764,3,3,3,3,5,0,1,1,3,4,3,4,1,2,1,2,3,1,3,1,1,2,1,3,1,4,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,1,3,3,1,2,2,2,8,4,7,1,1,3,2,1,2,1,5,3,2,1,2,2,2,4,1,4,4,1,3,4,4,4,1,1,1,1,2,1,1,3,4,3,4,4,1,1,4,1,1,3,2,2,3,1,3,1,1,1,1,4,4,1,4,3,3,4,1,4,4,3,2,4,2,3
49,245056057,4,3,4,4,4,1,0,0,3,1,1,2,1,3,1,4,2,4,2,4,3,2,1,3,2,3,1,1,1,4,1,2,0,4,4,0,1,3,3,2,0,3,2,4,3,2,2,2,1,7,3,6,1,1,4,1,2,5,1,4,2,1,4,1,1,4,3,2,3,3,1,4,1,1,4,1,1,1,3,3,1,4,3,2,3,4,3,1,2,2,2,2,3,2,2,2,1,3,1,1,1,1,4,4,1,4,4,1,1,1,4,3,3,1,3,3,1
50,245206788,3,3,4,3,4,0,0,0,2,4,1,2,4,1,1,2,2,4,2,4,1,2,2,4,2,3,1,1,1,4,1,1,2,4,4,0,1,3,3,1,1,8,2,3,3,3,2,2,1,6,1,5,1,1,2,2,2,5,2,4,5,1,2,2,2,3,3,2,3,3,2,3,2,3,3,2,2,2,3,1,3,1,3,3,2,4,3,1,2,3,2,2,2,3,2,3,2,3,1,2,1,1,4,3,2,3,3,3,2,2,3,3,2,2,2,3,2
